Asset Planner ID,,,Screener and Approver,,,,,,,,,Asset Planner Data,,,,,,,,,,,,,,,Data Collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seismic Data,,,,,,,,,Outputs from FEMA and SQST Sheets,,2013 Seismic Screening Data,,,,,,,
ID,Facility/Asset,Address,Review Phase,Approver,Screener,Drawings,Desktop Review Date,Site Visit,Site Review Date,Ready for Approval?,Approved?,Building Name,Development Category Indicator,Custom: CoV Ownership Status,SAP Building Number,Date Built,Year Built,NBC Code Year (Original Building),Current Replacement Value (June 2026),Gross Size (sq.ft.) - from Asset Planner - June 2026,CRV/sq.ft.,Floors Above Grade,Floors Below Grade,Building: General Summary,Building: Architectural Summary,Building: Heritage,Year(s) of Major Renovation(s),Description of Major Renovation,Building: Main Superstructure Material,Vertical Load Bearing System,Roof System,Floor System,Seismic Force Resisting System in the North-South Direction,Seismic Force Resisting System in the East-West Direction,Number of LDRS Bays in North-South Direction,Number of LDRS Bays in East-West Direction,Seismic Upgrade Year,Description of Seismic Upgrade,Seismic Upgrading Case,Building Height (Total Height Above Ground (m) to Roof Slab),"""Original"" Building Importance Factor Ie",Building Importance Factor Ie - Based on VBBL 2025 - Upgraded,Occupancy Type,Service Group,Replacement Cost (June 2026 $$),At-risk Population: Y/N?,Site Class,Basement,Basement Floor Plan Area (sq.m.),Ground Floor Plan Area (sq.m.),Roof Plan Area (sq.m.),Geological Hazards,Significant Alterations or Deviations,Material Conditions,Sesimic Isolation / Energy Dissipation Systems,Separation / Distance from Adjacent Structures (mm),Pounding Type Input,Pounding Type,Vertical Irregularity Input,Vertical Irregularity Description,Plan Irregularity Input,Plan Irregularity Description,Building Irregularity,Falling Hazards (Y/N),Exterior Non-structural Components - Restrained (Y/N),Interior Non-structural Components - Restrained (Y/N),URM (Y/N),FEMA P154 Special Cases,Remaining Occupancy Time,Category Functionality Class,Gross Area (including basement) (sq.m.),Seismic Weight (kN),Snow Load and Roof Weight (kN),Floor Weight - Above Grade (kN),LDRS Weight North-South Direction (kN),LDRS Weight East-West Direction (kN),Content Weight Based on Occupancy Type (kN),FEMA P154 RVS Level 2 Screening S-Score,SEG Level 2 - SQST S-Score,Building: Collapse Likelihood,Building: Post Disaster Importance,Building: Occupancy,Building: Seismic Screening Data,Building: Seismic S Score,Building: Seismic Risk,Longitude,Latitude
1037,NONM_7205_951 Boundary Road_Taylor Manor,951 Boundary Road,,,,,,,,,,Taylor Manor,1 - Full Investment,City Owned,7205,1910-01,1910,Pre-code,"$13,876,471","40,675",341,3,1,The building was constructed circa 1910. The building was provided mainly with systems and components originating from the initial building construction.,"The three-storey building structure is constructed of poured concrete foundation walls on either spread or strip footings bearing on good native firm soil.
The three-storey building structural framing system is likely a wood framed structure, where wood framed stud walls support the suspended wood floors and wood roof trusses/rafters.

The exterior walls consist of wood siding , stucco and masonry brick siding, The exterior windows are aluminum double glazing and wood framed with single glass units. The exterior doors are wood doors. 
The interior partitions are painted gypsum wallboard. The interior floor finishes include seald concrete paint and vinyl sheet floor finishes. The interior ceiling finish is painted gypsum board. The interior doors are generally single wood doors set in matching wood frames.",B (M),2015,,Wood Framed,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.0249709,49.27676943
1039,CULT_9180_639 Commercial Drive_York Theatre,639 Commercial Drive,,,,,,,,,,York Theatre,1 - Full Investment,City Owned,9180,2013-01,2013,2010,"$4,610,196","12,500",369,2,,,,C (M)(H),,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.0707528,49.27869417
1040,NONM_8515_768 Richards St_Doug Story Apartments,768 Richards St,NOT IN SCOPE,,,,,,,,,Doug Story Apartments,9 - CoV Not Responsible,Ground Leased,8515,2008-01,2008,2005,,"25,650",0,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.1172562,49.2803192
1041,NONM_7417_581 Cardero St_Performing Arts Lodge,581 Cardero St,NOT IN SCOPE,,,,,,,,,Performing Arts Lodge,9 - CoV Not Responsible,Ground Leased,7417,2006-01,2006,2005,,"86,000",0,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.1301101,49.29111027
1042,NONM_7074_1288 W Cordova St_C-Side,1288 W Cordova St,NOT IN SCOPE,,,,,,,,,C-Side,9 - CoV Not Responsible,Ground Leased,7074,2002-01,2002,1995,,"133,380",0,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.1240006,49.28931323
1043,NONM_7682_5750 Oak St_The Crowne,5750 Oak St,,,,,,,,,,The Crowne,9 - CoV Not Responsible,City Owned,7682,2001-01,2001,1995,"$777,833","2,280",341,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.1276093,49.2334213
1045,NONM_3215_717 W 8th Av_Heritage Co-op,717 W 8th Av,NOT IN SCOPE,,,,,,,,,Heritage Co-op,9 - CoV Not Responsible,Ground Leased,3215,1986-01,1986,1985,,"4,680",0,,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.1204224,49.2644691
1053,PARK_4325_7501 Stanley Park Drive_Stanley Park - Ferguson Point Generator Building,7501 Stanley Park Drive,,,,,,,,,,Stanley Park - Ferguson Point Generator Building,3 - Limited Investment,City Owned,4325,2007-01,2007,2005,"$92,061",416,221,1,0,Ferguson Point Generator Building is understood to have been constructed circa 2007. The building is largely provided with systems and components originating from the initial building construction.,"The single-storey structure is constructed on concrete spread-footings which bear on native soil or engineered fill. Where exposed the foundation walls are poured concrete walls. The superstructure appears to be of wood-framed construction.  No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.
The building exterior walls are generally comprised of painted concrete block exterior walls on all building elevations. The building is equipped with wood exterior doors. The roof cover is a metal roof assembly. Overall, the building envelope components appear to be in good condition.",,,,Masonry Walls,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.1569119,49.30080304
1054,"PARK_4325_Stanley Park - Miniature Railway ""A"" frame office building","Stanley Park - Miniature Railway ""A"" frame office building",,,,,,,,,,,3 - Limited Investment,City Owned,4325,1980-01,1980,1980,"$248,103",868,286,1,0,"Miniature Railway ""A"" frame office building is understood to have been constructed circa 1980. The building is largely provided with systems and components originating from the initial building construction. Known renewals include:
- Some of the exterior window, doors and roof were replaced circa 2016","The single-storey structure with a basement and slab-on-grade foundation with concrete perimeter walls. Where exposed, the superstructure appears to be of wood-framed construction.  No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.
The building exterior walls are generally comprised of vertical wood siding on all building elevations. The building windows are typical of metal-framed single glass units and vinyl framed insulated glass units. The building is equipped with metal and glazed exterior doors. The roof cover is a cedar shakes roof assembly. Overall, the building envelope components appear to be in good condition.
The interior finishes in the building include vinyl sheet flooring, painted wall assemblies and ceramic wall tiles. The interior finishes appear to be in fair to good condition.",,,,Wood Framed,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.1333575,49.3020136
1055,PARK_4325_8701 Stanley Park Drive_Ceperley Park Rangers Office & Washrooms - Fieldhouse,8701 Stanley Park Drive,,,,,,,,,,Ceperley Park Rangers Office & Washrooms - Fieldhouse,3 - Limited Investment,City Owned,11085,1962-01,1962,1960,"$547,085","1,914",286,2,0,"The Ceperley Park Rangers office, Public Washrooms - Fieldhouse is understood to have been constructed circa 1962. The building is largely provided with systems and components originating from the initial building construction. Known renewals include:
- The majority of interior finishes updated circa 1999
- Cedar shakes and SBS roofs were replaced circa 1999","The two-story building appears to be constructed on spread footings. Where exposed, the superstructure appears to be of wood-framed and concrete masonry wall construction.  No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure. However, cracks were observed in the slab on grade.

The building exterior walls are generally comprised of wood siding walls and stone veneer on building elevations. The building windows are typical of wood and metal framed single glass units. The exterior entrance doors are typically wood and metal doors. The roof covers are cedar shakes and 2-ply modified bituminous roof assembly. Overall, the building envelope components appear to be in fair to good condition.

The interior finishes in the building include terrazzo flooring, vinyl floor tiles, exposed concrete floor, painted wall assemblies, ceramic wall tiles, and painted ceiling assemblies. The interior finishes appear to be in fair condition overall.",,,,Wood Framed,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.1487051,49.29361867
1056,PARK_4325_8701 Stanley Park Drive_Stanley Park - Ceperley Park Picnic Shelter,8701 Stanley Park Drive,,,,,,,,,,Stanley Park - Ceperley Park Picnic Shelter,3 - Limited Investment,City Owned,11085,1962-01,1962,1960,"$165,555",945,175,1,0,"Ceperley Park Picnic Shelter is understood to have been constructed circa 1962. The building is largely provided with systems and components originating from the initial building construction. Known renewals include:
- The roof and interior were upgraded circa 1999","The shelter building appears to be constructed on spread footings. Where exposed, the superstructure appears to be of wood and concrete construction.  No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.

The roof cover is cedar shakes roof assembly.  Overall, the building envelope components appear to be in good condition.

The interior finishes in the building include exposed concrete floor, and painted ceiling assemblies. The interior finishes appear to be in good condition overall.",,,,Wood Framed,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.1491329,49.29367202
1057,PARK_4325_8701 Stanley Park Drive_Stanley Park - Ceperley Park Outdoor Kitchen,8701 Stanley Park Drive,,,,,,,,,,Stanley Park - Ceperley Park Outdoor Kitchen,3 - Limited Investment,City Owned,11085,1962-01,1962,1960,"$81,881",370,221,1,0,"Ceperley Park Outdoor Kitchen is understood to have been constructed circa 1962. The building is largely provided with systems and components originating from the initial building construction. Known renewals include:
- The painted ceiling was updated circa 1989","The single-story building appears to be constructed on spread footings. Where exposed, the superstructure appears to be of wood-framed and concrete construction.  No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.

The building exterior walls are generally comprised of stone masonry on building elevations. The building windows are typical of wood-framed single glass units. The exterior entrance doors are metal roll-up doors. The roof cover is cedar shakes roof assembly. Overall, the building envelope components appear to be in good condition.

The interior finishes in the building include exposed concrete floors, ceramic wall tiles, and painted ceiling assemblies. The interior finishes appear to be in fair condition overall.",,,,Concrete Structure,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.149125,49.29359049
1063,DAYC_1999_960 E 7th Av_Mount Pleasant Childcare Centre,960 E 7th Av,Phase 1,,,,,,,,,Mount Pleasant Childcare Centre,9 - CoV Not Responsible,City Owned,1999,1974-01,1974,1970,"$785,115","3,165",248,1,0,"This report is based on a visual review of the Mount Pleasant Childcare Centre at 960 E 7th Avenue in Vancouver, BC.  The building is a 1 storey wood structure childcare centre originally built in 1974. 

Overall the building is in good condition with a Facility Condition Index (FCI) score of 4.1% and no significant deficiencies noted.  However, if the recommended replacements and repairs are not carried out within the next year, we expect that the building will reach fair condition with an FCI of 5.7% in 2015.  The wood panelling portion of the exterior walls is currently in poor condition with decayed wood noted. The sloped metal roof and asphalt shingle roof are both reported in good condition with no significant issues reported.  However, the modified bitumen roof system is observed to be in fair condition with ponding observed.  Overall the architectural components are reported in good condition. The mechanical and electrical equipment in the building are both reported in overall fair condition. 

Below is a summary of major actions we recommend within the next 5 years, based on our visual inspection on July 25, 2014.  The total estimated cost all of these actions is $123,475.

Action Urgency: Immediately
B2010 – Exterior Walls – Replace the wood panelling - $10,000
B30 – Roofing – Repair the modified bitumen roof system - $1,500
C3020 – Floor Finishes – Repair the vinyl floor finishes - $500
D2040 – Rain Water Drainage – Replace the drainage system - $3,500
G2030 – Pedestrian Paving – Repair the asphalt and concrete paving/Repair wooden supports - $5,000
TOTAL = $20,500

Action Urgency: 1-3 years
C3030 – Ceiling Finishes – Replace the painted drywall ceiling finishes - $4,000
D2020 – Domestic Water Distribution – Replace the original piping - $4,350
D2030 – Sanitary Waste – Replace the original piping - $3,625
D3023 – Furnaces – Replace the 2 furnaces - $10,000
D3053 – Unit Heaters – Replace the baseboard heaters - $2,500
D3060 – Controls and Instrumentation – Replace the heating controls - $1,000
TOTAL = $25,475

Action Urgency: 4-5 years
C3010 – Wall Finishes – Replace the painted wall finishes - $6,200
D5010 – Electrical Service and Distribution – Replace the main disconnect - $5,000
D5021 – Branch Wiring – Provision to replace branch wiring (pending results of study) - $43,500
D5022 – Lighting Equipment – Replace the lighting equipment - $20,300
D5091 – Exit & Emergency Light Systems – Replace the emergency equipment - $2,500
TOTAL = $77,500","The architectural components of the building are in overall good condition.  The foundation, superstructure, windows, and roofing were all reported in good condition, with the exception of the bitumen roofing system, which is reported in fair condition and requires some repair work.

There was some decaying noted on the horizontal wood panelling wall finish.  The wood panelling exterior is due for replacement in the current year.  The original insulated glass windows with metal frames were observed to be in good condition.  The original sloped metal roof and the sloped asphalt shingle roof, which was replaced in 1999, are both in good condition.  However, the modified bitumen roof, replaced in 1999, was observed to be in fair condition due to ponding and requires repair work in the current year.  

All of the interior finishes and fittings are reported in overall fair condition.  Wall finishes were upgraded in 2004, while flooring finishes were upgraded in 1999.  The vinyl flooring requires repair work in the current year.  The ceiling finishes are original and are reported in fair condition.  The wood framed vanities, kitchen cabinetry, and interior doors are original and reported in good condition.  

The building site includes concrete and asphalt pedestrian walkways which were observed to be in fair condition.  Repairs to the pedestrian walkways are due in the current year.  Other site features include a wood framed balcony and staircases, wood framed playground structure, metal railings, concrete retaining wall, chain link fencing, and a wood framed shed.   All of these components are observed to be in good condition.",,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.0837387,49.2640624
1065,COMM_2062_1572 W 4th Av,1572 W 4th Av,,,,,,,,,,,5 - No Investment,City Owned,2062,1948-01,1948,1941,"$1,548,453","4,665",332,2,0,COMM_2062_1572 W 4th Av building is understood to have been constructed circa 1948. The building is largely provided with systems and components originating from the initial building construction.,"The two-storey structure with slab-on-grade foundation with concrete perimeter walls. Where exposed, the superstructure consists of concrete masonry block walls supporting a woof roof deck.  No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.
The building exterior walls are generally comprised of mostly stucco siding on all building elevations. The building windows are single-paned glazing units that are set in fixed wood frames. The building is equipped with a metal framed storefront single glazed door, wood exterior doors, and an overhead door. The building is provided with built-up tar and gravel roof system. Overall, the building envelope components appear to be in poor to good condition.
The interior finishes in the building include vinyl tiles / ceramic tiles / laminate wood flooring, acoustic ceiling tiles, and painted wall & ceiling assemblies. The interior finishes appear to be in poor to good condition.",,,,Masonry Walls,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.1402363,49.2677263
1070,PARK_4325_Stanley Park - Brockton Point Lighthouse,Stanley Park - Brockton Point Lighthouse,,,,,,,,,,,2 - Moderate Investment,City Owned,4326,1902-01,1902,Pre-code,"$29,607",169,175,2,0,"Brockton Pont Lighthouse is understood to have been constructed circa 1902. The building is largely provided with systems and components originating from the initial building construction. Known renewals include:
- The majority portions of the building were renovated circa 2000","The two-story building appears to be constructed on spread footings. Where exposed, the superstructure appears to be of cast-in-place reinforced concrete construction.  No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.

The building exterior walls are generally comprised of painted concrete on all building elevations. The building windows are single glass units. The exterior doors are metal doors in metal frames. The roof cover is a metal roof assembly. Overall, the building envelope components appear to be in fair condition.

The interior finishes in the building include painted floor, painted wall assemblies, and painted ceiling assemblies. The interior finishes appear to be in poor condition overall.",,2000,,Concrete Structure,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.1170212,49.30091124
1072,PARK_4325_Stanley Park - Nine O'Clock Gun,Stanley Park - Nine O'Clock Gun,,,,,,,,,,,9 - CoV Not Responsible,City Owned,4325,1986-01,1986,1985,"$9,460",54,175,1,0,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.1175332,49.29804593
1073,PARK_4325_Stanley Park - Panabode Garage & Service Building,Stanley Park - Panabode Garage & Service Building,,,,,,,,,,,4 - Minimal Investment,City Owned,4325,1980-01,1980,1980,"$176,206",735,240,1,0,Panabode Garage & Service Building is understood to have been constructed circa 1980. The building is largely provided with systems and components originating from the initial building construction.,"The single-storey structure is constructed on concrete spread-footings which bear on native soil or engineered fill. Where exposed the foundation walls are poured concrete walls. Where exposed, the superstructure appears to be of wood-framed construction.  No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.
The building exterior walls are generally comprised of painted wood siding on all building elevations. The building windows are typical of wood-framed single glass units. The building is equipped with wood exterior doors. The roof cover is cedar shakes roof assembly. Overall, the building envelope components appear to be in good condition with the exception of roof and exterior windows, which are in fair condition.
The interior finishes in the building include painted wall assemblies, which are in fair condition.",,,,Wood Framed,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.1253952,49.30052363
1075,COMM_4493_8324 Granville St,8324 Granville St,,,,,,,,,,,4 - Minimal Investment,City Owned,4493,1970-01,1970,1970,"$1,342,656","4,045",332,1,0,"BCA REPORT NOTES: 

•	The attached report is not a capital plan but a tool to assist in developing one.

•	Actions noted on the report are based on repair or renewal needs identified in an on-site visual component review. This is not a detailed facility condition assessment (not invasive testing or detailed review of existing drawings have been done as part of this assessment)

•	This is also not a code compliance review or hazardous materials survey.  Values for hazardous materials abatement, seismic retrofit, buildings upgrades or renovations are not included.  

•	It is expected that if needs occur on critical components before the date on which the report is indicating that they will be addressed and not deferred.   Alternately if needs are not present on the date indicated the component will be monitored on an appropriate schedule and the work will be deferred.

•	Component Replacement Values and Action Costs are based on RS Means average for building type and location values are for hard costs only. 

•	Overall project scope and detailed budget remains to be fully developed. 

•	These values do not constitute requested project budgets for the facility.",,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.1400501,49.21059496
1077,COMM_4493_8388-8390 Granville St,8388-8390 Granville St,,,,,,,,,,,4 - Minimal Investment,City Owned,4493,1970-01,1970,1970,"$859,698","2,590",332,1,0,"BCA REPORT NOTES: 

•	The attached report is not a capital plan but a tool to assist in developing one.

•	Actions noted on the report are based on repair or renewal needs identified in an on-site visual component review. This is not a detailed facility condition assessment (not invasive testing or detailed review of existing drawings have been done as part of this assessment)

•	This is also not a code compliance review or hazardous materials survey.  Values for hazardous materials abatement, seismic retrofit, buildings upgrades or renovations are not included.  

•	It is expected that if needs occur on critical components before the date on which the report is indicating that they will be addressed and not deferred.   Alternately if needs are not present on the date indicated the component will be monitored on an appropriate schedule and the work will be deferred.

•	Component Replacement Values and Action Costs are based on RS Means average for building type and location values are for hard costs only. 

•	Overall project scope and detailed budget remains to be fully developed. 

•	These values do not constitute requested project budgets for the facility.",,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.1399891,49.21019271
1102,FIRE_7265_1330 Chess St_Fire & Rescue Training Centre - Prefab Building,1330 Chess St,Phase 1,,,,,,,,,Fire & Rescue Training Centre - Prefab Building,3 - Limited Investment,City Owned,7265,2000-01,2000,1995,"$513,779","1,506",341,1,0,The Prefab Building was constructed circa 2000. The building is provided mainly with systems and components originating from the initial building construction.,"The single-storey prefabricated office trailer is likely constructed on concrete spread-footings that bear on native soil or engineered fill and wood decks.  The superstructure of the building is likely prefabricated wood- framed structure. No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.

The building exterior walls are generally comprised of vinyl siding on all building elevations. The building windows are typically of vinyl framed insulated glass units (IGUs). The exterior entrance doors are typically wooden doors. The roof cover is a metal roof assembly. Overall, the building envelope components appear to be in fair to good condition. 

The interior finishes in the building include carpet flooring, wall paper and acoustical ceiling tiles assemblies.  Overall, The interior finishes appear to be in fair to good condition.",,,,Wood Framed,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.0856613,49.27303093
1103,FIRE_7265_1330 Chess St_Fire & Rescue Training Centre - Training Tower,1330 Chess St,Phase 1,,,,,,,,,Fire & Rescue Training Centre - Training Tower,3 - Limited Investment,City Owned,7265,1997-01,1997,1995,"$1,353,717","6,673",203,5,1,The 1330 Chess St_Fire & Rescue Training Centre - Training Tower was constructed circa 1997. The building is provided mainly with systems and components originating from the initial building construction.,"The five-storey building was likely constructed on deep concrete foundations. The superstructure is likely cast in place reinforced concrete columns, beams, suspended floor concrete, masonry block (CMU) walls  and concrete roof slabs suspended flat roof structure with roof sheathing systems.  No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.

The building exterior walls are generally comprised of unfinished masonry block on all elevations . The building external doors are metal single and double-frame metal doors which are mounted to metal frames. The roof cover is a coated with epoxy paint finishes. The building envelope components appear to be in good condition overall with the exception of the exterior doors which are in fair condition.

The interior finishes in the building include sealed concrete floor, painted wall finish, and painted ceiling finish. The building interior finishes appear to be in fair condition overall with the exception of the painted wall finishes which is in poor condition.",,,,Masonry Walls,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,,,Pre-Screen Low,-123.0856488,49.27279566
1104,FIRE_7265_1330 Chess St_Fire & Rescue Training Centre - HUSAR,1330 Chess St,Phase 1,,,,,,,,,Fire & Rescue Training Centre - HUSAR,1 - Full Investment,City Owned,7265,2005-01,2005,2005,"$1,643,379","7,426",221,2,0,"The Training Facility Building was constructed circa 2005. The building is provided mainly with systems and components originating from the initial building construction.
The Warehouse Building was constructed circa 2011. The building is provided mainly with systems and components originating from the initial building construction.","The 2005  structure a two-storey building constructed on concrete standard deep foundations. The superstructure of the building appears to be a wood-frame structure consists of wood columns, load bearing stud walls, beams and roof sheathing systems. No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.
The 2011 structure a single-storey building constructed on concrete spread footings and foundations walls. The superstructure of the building appears to  be overall a pre-engineered steel-frame structure consists of steel columns, steel purlins with insulated roofing panel systems. No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.

The 2005 building exterior walls are generally comprised of wood siding on all elevations . The building windows are typical of fixed and operable insulated double glass units. The exit doors are hollow metal doors in metal frames. The roof cover is an inverted modified bitumen SBS roofing. The building envelope components appear to be in good condition overall, with the exception of wood siding which is in fair condition. 
The 2011 building exterior walls are generally comprised of metal panels siding on all elevations . The exit doors are of hollow metal doors in metal frames and sectional overhead doors. The roof cover is metal roofing. Overall, The building envelope components appear to be in good condition. 

The 2005  building interior finishes include painted concrete floors, vinyl tiles flooring, painted wall finish and painted ceiling finish. Overall the building interior finishes appear to be in fair condition.
The 2011  building interior finishes include painted concrete floors, vinyl tiles flooring, ceramic floor tiles, painted wall finish, ceramic wall tiles, painted ceiling finish and suspended acoustic ceiling panels system. Overall the building interior finishes appear to be in good condition.",,,,Wood Framed,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,Responder,,,,Pre-Screen Low,-123.0851336,49.27265847
1105,FIRE_7265_1330 Chess St_Fire & Rescue Training Centre - Main Building,1330 Chess St,Phase 1,,,,,,,,,Fire & Rescue Training Centre - Main Building,1 - Full Investment,City Owned,7265,2003-01,2003,1995,"$2,178,273","6,385",341,2,0,The1330 Chess St_Fire & Rescue Training Centre - Main Building was constructed circa 2003. The building is provided mainly with systems and components originating from the initial building construction.,"The two-storey building constructed on concrete spread footings. The superstructure is likely reinforced concrete walls, concrete columns suspended flat roof structure with roof sheathing systems.  No significant deficiencies were observed to suggest differential settlement of the building foundations or movement of the building structure.

The building exterior walls are generally comprised of unfinished masonry block , metal siding and brick siding on all elevations . The building exterior windows are typical window walls and of fixed and operable metal double glazing units. The external doors are metal single-frame doors and aluminum glazed single-frame doors which are mounted to metal frames. The roof cover is a conventional modified bitumen SBS roofing assembly. Overall, The building envelope components appear to be in good condition.
The interior finishes in the building include carpet finish, vinyl sheet flooring, painted wall finishes and painted ceiling finish. The building interior finishes appear to be in good condition overall with the exception of the painted wall finishes which is in fair condition.",,,,Concrete Structure,,,,,,,,,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,Regular,,,,,,99,,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,Responder,,,,Pre-Screen Low,-123.0863945,49.27297851
